,id,city_code
3928,2467338903,12204
3929,2467338905,12204
3930,2467338920,12224
3931,2467339049,12224
3932,2467339051,12224
3933,2467339060,12207
3934,2467642178,12228
3935,2467642186,12228
3936,2468989652,8236
3937,2468989979,8236
3938,2469478233,8236
3939,2472061110,10211
3940,2476790253,12219
3941,2476790254,12219
3942,2480230503,10524
3943,2480273786,10524
3944,2483312468,11202
3945,2484853125,13117
3946,2488992324,11362
3947,2490524581,11408
3948,2498374271,9203
3949,2501244226,9203
3950,2502499862,10203
3951,2502499868,10203
3952,2502499870,10203
3953,2509390900,10203
3954,2509390901,10203
3955,2509390905,10212
3956,2509390928,10212
3957,2511256003,11215
3958,2514821554,12203
3959,2515854629,10203
3960,2516170894,10205
3961,2516170898,10205
3962,2517049670,10203
3963,2517049688,10203
3964,2517910387,11103
3965,2518305799,11102
3966,2519223746,11102
3967,2519339662,10212
3968,2519588400,7444
3969,2519740128,10203
3970,2519947472,15210
3971,2522150897,10203
3972,2524264792,10203
3973,2528550170,7445
3974,2529009347,10203
3975,2530367867,10203
3976,2533470241,10211
3977,2550873667,14131
3978,2559143247,13211
3979,2559434619,12228
3980,2572624267,8217
3981,2572624268,8217
3982,2575978372,10204
3983,2576356912,8211
3984,2576360859,8210
3985,2576857133,8210
3986,2576857160,8227
3987,2577506471,8227
3988,2577678888,9342
3989,2578033292,9344
3990,2584725634,11208
3991,2584964036,10201
3992,2585985195,10201
3993,2589125546,13214
3994,2598229450,13122
3995,2600704425,9202
3996,2603043574,10201
3997,2604227279,10201
3998,2604227282,10201
3999,2604227288,10203
4000,2604227654,10201
4001,2604380858,13201
4002,2604613117,9202
4003,2606201308,9204
4004,2610495168,14151
4005,2616878789,8221
4006,2616878797,8221
4007,2616885756,14101
4008,2617314102,8221
4009,2619591201,14133
4010,2620152861,14131
4011,2620152862,14131
4012,2620152863,14131
4013,2621755156,13122
4014,2622208752,13123
4015,2625801554,12216
4016,2626886414,10203
4017,2630631892,10203
4018,2630631899,10203
4019,2630631902,10203
4020,2630631956,10203
4021,2630631976,10203
4022,2630631993,10203
4023,2630632008,10203
4024,2630632043,10203
4025,2630827512,10212
4026,2636521601,10203
4027,2639180213,13206
4028,2639180230,13206
4029,2640997104,10212
4030,2643058756,10204
4031,2644002716,12203
4032,2644095000,11222
4033,2644095042,11222
4034,2644095048,11222
4035,2644095057,11222
4036,2644781184,11214
4037,2645036160,11214
4038,2645036166,11214
4039,2645036168,11214
4040,2647289471,11214
4041,2647289605,11214
4042,2647353685,11214
4043,2648075254,11214
4044,2648075271,11442
4045,2649634051,11214
4046,2650130948,12207
4047,2650131016,12207
4048,2650131042,12207
4049,2650131065,12207
4050,2650131086,12207
4051,2651213589,12207
4052,2658666805,12207
4053,2672501042,12102
4054,2678030567,19204
4055,2678030649,19204
4056,2678126108,19204
4057,2678305462,19206
4058,2679422005,19204
4059,2683914089,14151
4060,2686744903,12102
4061,2686744905,12102
4062,2687077209,12221
4063,2689157142,19201
4064,2691088425,19384
4065,2692611725,19204
4066,2697832127,12102
4067,2697832135,12102
4068,2702345582,19423
4069,2702437136,8224
4070,2702442614,8224
4071,2710524368,13109
4072,2710524419,13109
4073,2710524433,13109
4074,2712218588,11207
4075,2715687172,10203
4076,2715687207,10203
4077,2715687247,10203
4078,2715790662,19210
4079,2728214503,13205
4080,2738564452,11214
4081,2739054806,13303
4082,2740225828,11215
4083,2741485323,19211
4084,2743931845,19213
4085,2771623126,15226
4086,2771623136,15226
4087,2771756918,15226
4088,2771812315,15226
4089,2771812334,15226
4090,2771812341,15226
4091,2771865875,15226
4092,2771865894,15226
4093,2771976875,15226
4094,2775256598,15225
4095,2775979630,7204
4096,2776164417,15226
4097,2776212708,15226
4098,2776347648,15226
4099,2786750130,12212
4100,2786750156,12212
4101,2786955586,12212
4102,2788042349,7342
4103,2800753319,7204
4104,2833479060,7207
4105,2843294550,11363
4106,2843614079,11362
4107,2848071734,9208
4108,2852181006,7203
4109,2857262282,11207
4110,2859202003,13112
4111,2862072520,7207
4112,2862464185,13112
4113,2862470403,13112
4114,2866261112,13228
4115,2866261122,13228
4116,2867827469,7203
4117,2867827472,7203
4118,2868112286,13120
4119,2868112293,13229
4120,2868426338,13120
4121,2868869732,13120
4122,2869567999,7342
4123,2872342373,11209
4124,2874845398,13213
4125,2874845827,13213
4126,2874845840,13220
4127,2879711540,11208
4128,2879804086,11208
4129,2879804170,11208
4130,2879804183,11208
4131,2880017892,13211
4132,2880017893,13211
4133,2882261012,11208
4134,2882840244,11208
4135,2883669274,13213
4136,2884533856,11208
4137,2885436371,13228
4138,2885754514,11208
4139,2885754810,11208
4140,2885754816,11208
4141,2887730592,11208
4142,2893296278,7466
4143,2895597593,11208
4144,2895597917,11208
4145,2906632274,11215
4146,2906632306,11215
4147,2909157248,11215
4148,2909485173,13221
4149,2909485292,13221
4150,2909485437,13213
4151,2910154256,13221
4152,2911713277,11208
4153,2913723814,11215
4154,2921437370,7205
4155,2923690895,11225
4156,2923690930,11225
4157,2923690980,11225
4158,2925460523,12222
4159,2926897338,13111
4160,2926897379,13109
4161,2926897383,13109
4162,2929660324,13201
4163,2932240005,11209
4164,2932240062,11209
4165,2938708434,11209
4166,2940022936,11209
4167,2940022937,11209
4168,2956007316,13116
4169,2970991604,15202
4170,2971023590,15202
4171,2971023690,15202
4172,2971023699,15202
4173,2971031480,15202
4174,2971031481,15202
4175,2971031498,15202
4176,2971031524,15202
4177,2971031527,15202
4178,2973055955,13222
4179,2995528971,10203
4180,3002380634,7482
4181,3037203402,10204
4182,3037203405,10204
4183,3037203416,10204
4184,3039622388,10201
4185,3051686105,11207
4186,3058962128,19211
4187,3058962129,19211
4188,3058962131,19211
4189,3064308240,19211
4190,3064377929,19211
4191,3088845186,10202
4192,3093407750,9213
4193,3093901413,10212
4194,3100212694,12202
4195,3100212699,12202
4196,3100212715,12202
4197,3100212716,12202
4198,3100212717,12202
4199,3100212737,12202
4200,3100212760,12202
4201,3100212779,12202
4202,3100212795,12202
4203,3100212808,12202
4204,3100212826,12202
4205,3100212828,12202
4206,3100212849,12202
4207,3100212852,12202
4208,3100212855,12202
4209,3103399704,10204
4210,3105000678,10212
4211,3106667291,13228
4212,3109373908,15202
4213,3109374158,15202
4214,3109374190,15202
4215,3109374210,15202
4216,3110229623,15202
4217,3110229867,15202
4218,3110229901,15202
4219,3110229941,15202
4220,3110442180,15202
4221,3110442257,15202
4222,3110442356,15202
4223,3110914759,15208
4224,3110955550,9206
4225,3112648904,10201
4226,3112648914,10201
4227,3112648925,10201
4228,3115625431,15225
4229,3116570829,15225
4230,3117546825,15225
4231,3118272317,15225
4232,3118349669,15225
4233,3118368907,15225
4234,3119449337,15225
4235,3119449446,15225
4236,3119449478,15225
4237,3122141395,15225
4238,3123381213,7367
4239,3123381217,7367
4240,3123608085,7445
4241,3123621336,7445
4242,3125215470,7447
4243,3125215518,7447
4244,3125330425,7447
4245,3125330457,7202
4246,3125330477,7202
4247,3125330499,7202
4248,3125349297,7202
4249,3125349326,7202
4250,3125370177,7202
4251,3125370178,7202
4252,3125370179,7202
4253,3125370181,7202
4254,3125390744,7202
4255,3125390745,7202
4256,3127112465,7202
4257,3127112466,7202
4258,3127112472,7202
4259,3127453988,7202
4260,3127453994,7202
4261,3127453995,7202
4262,3127454009,7202
4263,3127461104,7202
4264,3127461330,7202
