,id,lat,lon,name,city_code
108,369787623,35.6148118,139.5400423,生田1号,14135
109,374103151,35.5178549,139.4250088,相模大野5号,14153
110,374106517,35.5210439,139.4278723,相模大野4号,14153
111,379357040,35.6701606,139.6566421,代田橋4号,13112
112,379362434,35.6708341,139.658592,代田橋1号,13112
113,380493223,35.6824761,139.697355,南新宿3号,13113
114,380517766,35.6829811,139.697924,南新宿2号,13113
115,380542634,35.6830383,139.702785,厩道踏切,13113
116,381131962,35.6581746,139.6860617,神泉2号,13110
117,382041795,35.659815,139.641942,山下5号,13112
118,384040708,35.6685943,139.624909,桜上水5号踏切,13112
119,384053790,35.6586528,139.5764475,仙川2号踏切,13208
120,384332661,35.5848759,139.4903179,柿生4号,13209
121,384336817,35.5855173,139.4922386,柿生3号,13209
122,384339916,35.5906143,139.4981635,新百合ヶ丘2号,14137
123,384359579,35.6550751,139.5688236,開かずの踏切,13208
124,385026898,35.6212283,139.5684443,下河原,14135
125,393124691,35.5134059,139.5419526,川和踏切,14113
126,393140555,35.7014015,138.7157844,第一青梅街道踏切,19213
127,410459457,35.6693413,139.6539895,代田橋7号,13112
128,410751294,35.9086591,139.4819224,所沢街道踏切,11201
129,426836321,35.6109397,140.4322718,富田幸谷陣踏切,12237
130,426888734,35.7646678,139.6739746,第30号,13119
131,427596731,35.6450731,139.6650251,西太子堂2号踏切,13112
132,429505763,35.6146481,139.5291721,生田4号,14135
133,429712447,35.6621783,139.5189532,飛田給4号,13206
134,429722990,35.6654251,139.5054535,武蔵野台4号踏切,13206
135,429764681,35.6639784,139.5122179,飛田給11号踏切,13206
136,430092650,35.6531283,139.6464326,宮の坂5号,13112
137,432853515,35.6145462,139.5305965,生田3号,14135
138,433596409,35.5460417,139.4467181,玉川学園前7号,13209
139,433682863,35.5603205,139.461852,玉川学園前3号,13209
140,433690125,35.5626316,139.4628455,玉川学園前1号,13209
141,433724613,35.5827837,139.4801332,鶴川1号,13209
142,434420083,35.5834231,139.3670134,小山踏切,14152
143,442981087,35.6223976,139.5635929,河原第一踏切,14135
144,444401700,35.8104144,140.2736459,成田街道踏切,12211
145,448170398,35.4966388,139.4061733,相武台前2号,14216
146,461618219,35.5171708,139.5346729,三保踏切 No.18,14113
147,469773759,35.537907,139.4422667,町田2号,14153
148,472822807,35.7334961,139.3382925,砂川街道,13218
149,472839337,35.7278919,139.3385145,鍋ヶ谷,13218
150,472845356,35.7271083,139.3375728,鍋2,13218
151,476502190,36.1712505,139.3367246,寺前踏切,11202
152,476502902,36.1373853,139.3954671,ほ通り踏切,11202
153,476663068,35.7457003,139.7146296,東8号,13119
154,484504274,35.6845738,139.6079583,高井戸2号,13115
155,503889337,35.9322054,139.3583464,越 第38号踏切道,11241
156,503890612,35.9461739,139.3163887,越第63号踏切道,11326
157,506091650,35.6505163,139.6457117,宮の坂3号,13112
158,519877903,35.645574,139.6637535,西太子堂3号,13112
159,528610050,35.6156179,139.5590672,向ヶ丘遊園4号,14135
160,528723500,35.6152683,139.5445008,向ヶ丘遊園9号,14135
161,537646090,35.6146042,139.5244493,読売ランド前2号,14135
162,538953447,35.615558,139.5564323,向ヶ丘遊園6号,14135
163,549943016,35.5823379,139.478612,鶴川2号,13209
164,550998092,35.8666774,140.0814558,石井踏切,12222
165,558886751,36.1655065,140.2958713,鹿島街道踏切,8205
166,564652892,35.5010262,139.4100836,小田急相模原7号,14216
