,id,railway_id
473,2215236915,24371130
474,2240083011,24371130
475,2240083147,24371130
476,2246132730,136115748
477,2251320056,24371130
478,2256023182,22735744
479,2256023193,22735744
480,2259032254,24371130
481,2275475874,60786425
482,2293850452,24399334
483,2317862114,25721964
484,2318926727,54936286
485,2395193930,22788143
486,2398353565,24370419
487,2455525471,24371130
488,2460075767,24371130
489,2466136267,37235959
490,2519223665,24353308
491,2532230191,24294402
492,3114650321,24294402
493,3114678299,24294402
494,3114678572,24294402
495,3115562304,24294402
496,3115562766,24294402
497,3116483019,24294402
498,3116497311,24294402
499,3116570882,24294402
500,3118372469,24294402
501,3118372526,24294402
502,3119364374,24294402
503,3119392234,24294402
504,3119559693,24294402
505,3120386698,24294402
506,3122133012,24294402
507,3122141543,24294402
508,3123621339,24294402
509,3125215197,24294402
510,3125215498,24294402
511,3125310139,24294402
512,3125390765,24294402
513,3125390778,24294402
514,3125390797,24294402
515,3128462873,24300448
516,3129179187,24300448
517,3130646356,24296449
518,3284193094,24402676
519,3305280901,176728801
520,3305325680,27828733
521,3372665145,24398899
522,3377708109,22728981
523,3380553849,24398899
524,3591815693,22788143
525,3594018593,16705526
526,3615332896,37235959
527,3615332900,37235959
528,3624647495,283644770
529,3723409561,25549522
530,3730369303,22788143
531,3765240134,22917652
532,3775311883,24403223
533,3905103278,54936286
534,4000243960,22729845
535,4008775089,151300195
536,4008775092,151300195
537,4008775093,151300195
538,4055843813,24371130
539,4057752286,24371130
540,4098108876,24353308
541,4278122664,38342003
542,4339788370,24296449
543,4369070390,24353308
544,4394296932,31783412
545,4394297086,31783412
546,4394313241,24371130
547,4423371342,25721964
548,4428576614,25721964
549,4432368479,25721964
550,4523458021,24353308
551,4578727546,24402676
552,4580603472,24402676
553,4582265487,24370835
554,4582265714,24370835
555,4587068231,24353308
556,4593766473,24403223
557,4593766807,24403223
558,4593766893,24403223
559,4770865355,24353329
560,4911700458,27188118
561,4986244885,24371130
562,5061893485,24370419
563,5078550502,27828733
564,5222576626,24370419
565,5355046585,22729845
566,5361259516,22729845
567,5500234376,54936286
568,5682822443,22735744
569,5836354288,22735744
570,5975458779,54936286
571,7096064203,25721964
572,8442165639,27828733
573,8512790610,27828733
574,8512790611,27828733
575,8517852279,27828733
576,9387248941,151300195
577,9396063704,151300195
578,9406301208,151300195
579,9406338857,151300195
580,9406338863,151300195
581,10072763814,24294402
582,10951188920,24294402
583,11427902245,24296449
584,11434987678,24296449
585,11481540948,24296449
586,11697768730,24294535
587,12247722182,24294402
588,172702864,16705526
589,190161679,27828735
590,190161742,27828733
591,240510166,24370419
592,240510375,24370419
593,241865525,22729845
594,241866092,22729845
595,241867099,151300195
596,241867365,62255019
597,243819423,243609567
598,243819524,243609567
599,243887299,22735744
600,243887558,24399334
601,243887570,24399334
602,244091830,37866121
603,244091844,37866121
604,244091847,37866121
605,244091875,37866121
606,244091895,37866121
607,244092014,37866121
608,244092026,37866121
609,244092078,37866121
610,244096947,23260423
611,244096983,23260423
612,245519338,22728912
613,245519438,22728912
614,246768477,22917652
615,246768666,22917652
616,248251246,16705526
617,248512884,151764942
618,248748444,22728981
619,251510592,24994977
620,257362960,240605904
621,258965954,23260423
622,260428217,22735744
623,263066743,24294524
624,263067037,24294524
625,263067224,24294524
626,263067258,24294524
627,263067558,24294524
628,263067677,24294524
629,263067678,24294524
630,263067680,24294524
631,263067818,24294524
632,263067847,24294524
633,263067934,24294524
634,263068008,24294524
635,263068115,24294524
636,263068292,24294524
637,263068501,24294524
638,263070328,24294758
639,263070463,24294758
640,263070467,24294758
641,263165152,24296449
642,263165360,24296449
643,263165377,24296449
644,263165415,24296449
645,263165480,24296449
646,263166259,24296449
647,263166384,24296449
648,263166438,24296449
649,263166681,24296449
650,263166687,24296449
651,263166711,24296449
652,263166984,24296449
653,263167056,24296449
654,263167108,24296449
655,263167221,24296449
656,263167522,24296449
657,263167550,24296449
658,263167586,24296449
659,263167946,24296449
660,263167995,24296449
661,263168024,24296449
662,263168157,24296449
663,263168214,24296449
664,263168366,24296449
665,263168506,24296449
666,263168705,24296449
667,263168724,24296449
668,263168733,24296449
669,263168888,24296449
670,263168904,24296449
671,263168984,24296449
672,263169006,24296449
673,263169030,24296449
674,263169077,24296449
675,263169081,24296449
676,263169100,24296449
677,263169393,24296449
678,263169642,24296449
679,263170294,24296449
680,263170597,24296449
681,263170922,24296449
682,263170929,24296449
683,263171055,24296449
684,263171099,24296449
685,263171103,24296449
686,263171202,24296449
687,263171311,24296449
688,263171380,24296449
689,263171403,24296449
690,263171412,24296449
691,263171416,24296449
692,263171985,24296449
693,263172015,24296449
694,263172061,24296449
695,263172092,24296449
696,263172147,24296449
697,263172415,24296449
698,263172436,24296449
699,263172439,24296449
700,263172472,24296449
701,263172843,24296449
702,263173027,24296449
703,263173156,24296449
704,263173549,24296449
705,263174161,24296449
706,263174266,24296449
707,263174276,24296449
708,263174436,24296449
709,263174458,24296449
710,263174659,24296449
711,263174669,24296449
712,263174689,24296449
713,263174695,24296449
714,263174704,24296449
715,263174720,24296449
716,263252073,24300448
717,263252273,24300448
718,263253032,24300448
719,264177268,24353308
720,264177723,24353308
721,264177738,24353308
722,264177943,24353308
723,264178102,24353308
724,264178127,24353308
725,264178133,24353308
726,264180012,24353308
727,264180410,24353314
728,264180418,24353314
729,264180543,24353308
730,264180564,24353308
731,264180566,24353308
732,264180963,24353314
733,264181131,24353314
734,264181161,24353314
735,264181563,24353308
736,264181668,24353308
737,264183314,24353308
738,264183378,24353308
739,264183630,24353314
740,264183662,24353314
741,264184195,24353314
742,264184254,24353308
743,264184662,24353329
744,264403894,24370419
745,264404661,24370419
746,264404871,24370419
747,264405565,24370419
748,264405942,24370419
749,264405972,24370419
750,264406069,24370419
751,264406088,24370419
752,264406718,24370419
753,264407181,24370419
754,264407218,24370419
755,264407229,24370419
756,264407323,24370419
757,264407554,24370419
758,264407576,24370419
759,264407584,24370419
760,264407586,24370419
761,264407588,24370419
762,264407609,24370419
763,264407629,24370419
764,264411178,24370740
765,264411253,24370740
766,264411274,24370740
767,264411709,24370740
768,264412361,24370835
769,264412464,24370835
770,264413164,24370858
771,264413184,24370858
772,264413210,24370858
773,264413293,24370858
774,264413322,24370858
775,264413371,24370858
776,264413378,24370858
777,264413383,24370858
778,264413398,24370858
779,264413408,24370858
780,264413441,24370858
781,264413446,24370858
782,264413465,24370858
783,264413473,24370858
784,264413481,24370858
785,264413483,24370858
786,264413498,24370858
787,264413513,24370858
788,264413525,24370858
789,264413546,24370858
790,264414483,24371130
791,264414506,24371130
792,264414555,24371130
793,264414859,24371130
794,264414882,24371130
795,264414884,24371130
796,264414919,24371130
797,264414967,24371130
798,264415089,24371130
799,264415091,24371130
800,264415198,24371130
801,264415220,24371130
802,264415234,24371130
803,264415544,24371130
804,264415551,24371130
805,264415641,24371130
806,264415662,24371130
807,264416252,24371130
808,264416843,24371130
809,264416926,24371130
810,264461371,24373731
811,264461412,24373731
812,264461612,24373731
813,264461676,24373731
814,264461911,24373731
815,264462284,24373731
816,264462294,24373731
817,264462348,24373731
818,264802113,24398665
819,264807338,24398548
820,264812421,24399090
821,264812752,24399090
822,264812973,24399090
823,264812988,24399090
824,264812989,24399090
825,264813017,24399090
826,264813040,24399090
827,264813161,24399090
828,264813186,24399090
829,264813259,24399090
830,264813416,24399090
831,264813526,24399090
832,264813760,24399090
833,264813807,24399090
834,264813809,24399090
835,264813817,24399090
836,264813855,24399090
837,264813863,24398899
838,264813864,24399090
839,264813920,24399090
840,264814428,24399090
841,264815152,24399090
842,264816022,24399090
843,264816058,24399090
844,264816148,24399090
845,264816152,24399090
846,264816518,24399334
847,264817373,24399334
848,264817452,24399334
849,264817467,24399334
850,264817520,24399334
851,264817860,24399334
852,264817863,24399334
853,264817907,24399334
854,264818591,24399334
855,264818595,24399334
856,264818598,24399334
857,264818678,24399334
858,264818772,24399090
859,264838680,24300448
860,264879877,24402676
861,264879938,24402676
862,264879944,24402676
863,264879952,24402676
864,264879954,24402676
865,264879965,24402676
866,264880060,24402676
867,264880078,24402676
868,264880226,24402676
869,264880366,24402676
870,264880379,24402676
871,264880400,24402676
872,264880427,24402676
873,264880561,24402676
874,264880574,24402676
875,264880683,24402676
876,264885561,24403223
877,264885780,24403223
878,264885822,24403223
879,264885835,24403223
880,264886427,24403223
881,264886485,24403223
882,264886500,24403223
883,264886535,24403223
884,264886543,24403223
885,264886631,24403223
886,264886667,24403223
887,264886676,24403223
888,264886696,24403223
889,264886721,24403223
890,264886737,24403223
891,264886791,24403223
892,264886797,24403223
893,264886811,24403223
894,264887093,24403223
895,264887271,24403223
896,264887279,24403223
897,264887281,24403223
898,264887284,24403223
899,264887298,24403223
900,264887339,24403223
901,264888368,24403223
902,264888388,24403223
903,264888398,24403223
904,264888483,24403223
905,264889542,24403223
906,264889918,24403223
907,264889975,24403223
908,264890010,24403223
909,264890345,24403223
910,264890358,24403223
911,264890455,24403223
912,264890477,24403223
913,264890495,24403223
914,264890598,24403223
915,265830314,24459046
916,265833519,24459046
917,266085617,24475024
918,266085618,24475024
919,266085639,24475024
920,266538592,24015496
921,266538642,24015496
922,267599168,24616921
923,267599189,24616921
924,267599191,24616921
925,268446049,25549522
926,268580041,25549522
927,268959798,24398665
928,270010197,24851557
929,274931711,24015496
930,276648132,25549522
931,278281106,28728093
932,278466402,22735744
933,278466413,22917652
934,278466443,22917652
935,278466844,25549522
936,278466847,25549522
937,278466894,25549522
938,278466957,25549522
939,278467023,25549522
940,278928368,25801953
941,280218716,24015496
942,280497350,25721964
943,280961136,25549522
944,280961733,24015496
945,281417188,25801953
946,281473025,857847374
947,281479322,24015496
948,281917654,25549522
949,282218517,25549522
950,282218581,25549522
951,282863889,24015496
952,283343309,24475024
953,283343350,24015496
954,285351505,24399334
955,285352280,24399334
956,286271303,24370419
957,286295959,25549522
958,286696175,16705526
959,286840504,24475024
960,286840647,27735564
961,286932520,26204605
962,287657240,24399334
963,287843347,16705526
964,288665701,24015496
965,291936543,24015496
966,291936760,24015496
967,293957605,25801953
968,294703989,24015496
969,295556040,25549522
970,295721395,24399334
971,296798840,16705526
972,297147471,24015496
973,297491229,16705526
974,298189752,24399334
975,298193605,24399334
976,298328639,25549522
977,298328737,25549522
978,298329509,25549522
979,298329538,25549522
980,298329539,25549522
981,298329758,25549522
982,298329891,25549522
983,298330004,25549522
984,298330024,25549522
985,298330069,25549522
986,298330471,25549522
987,298330620,25549522
988,298330661,25549522
989,298330667,25549522
990,298330693,25549522
991,298330710,25549522
992,298330716,25549522
993,298330724,25549522
994,298330828,25549522
995,298330901,25549522
996,298330919,25549522
997,298330928,25549522
998,298331292,25549522
999,298331344,25549522
1000,298331400,25549522
1001,298331447,25549522
1002,298331549,25549522
1003,298331569,25549522
1004,298331570,25549522
1005,298331762,25549522
1006,298331802,25549522
1007,298331833,25549522
1008,298331835,25549522
1009,298331842,25549522
1010,298331890,25549522
1011,298331936,25549522
1012,298331979,25549522
1013,298332035,25549522
1014,298332061,25549522
1015,298332141,25549522
1016,298332236,25549522
1017,298332257,25549522
1018,298332439,25549522
1019,298332465,25549522
1020,298332516,25549522
1021,298332569,25549522
1022,298332586,25549522
1023,298332599,25549522
1024,298332602,25549522
1025,298332610,25549522
1026,298332667,25549522
1027,300751615,24015496
1028,301158832,24294524
1029,301159348,24294524
1030,301159552,24294524
1031,301547418,16705526
1032,301547419,16705526
1033,304423057,24475024
1034,305545011,27828733
1035,305545482,27828733
1036,305545823,27828733
1037,305545862,27828733
1038,305546240,27828733
1039,305546413,27828733
1040,305546604,27828733
1041,305546692,27828733
1042,305546759,27828733
1043,305546836,27828733
1044,305546866,27828733
1045,307439299,25721964
1046,307662130,24475024
1047,307662139,27735564
1048,307669036,175846080
1049,307669114,175846080
1050,307944622,24015496
1051,308840071,27380116
1052,308840074,27380116
1053,308841047,27380116
1054,308841343,196471574
1055,308841470,27380116
1056,308841479,27380116
1057,308841845,27380116
1058,308841910,27380116
1059,308842009,27380116
1060,308842387,196471574
1061,308842512,27380116
1062,308842604,27380116
1063,308842643,196471574
1064,308842729,27380116
1065,309405170,27380116
1066,309580414,27380116
1067,309581454,24994977
1068,309871998,25801953
1069,310387534,741914521
1070,311953304,25721964
1071,312096661,94295217
1072,312169935,25801953
1073,313858678,24398899
1074,313858919,24398899
1075,315028451,25721964
1076,315327902,243609567
1077,317539482,25549522
1078,318274452,24399334
1079,318662651,24475024
1080,324299498,37235959
1081,325472365,24370419
1082,325613146,24370419
1083,325624418,38342003
1084,332227890,22735744
1085,332228336,22917652
1086,335658188,30414719
1087,335658237,30414719
1088,335658564,30414719
1089,335658782,30414719
1090,335658934,30414719
1091,335659074,30414719
1092,335659124,30414719
1093,335659240,30414719
1094,335659254,30414719
1095,335659333,30414719
1096,335659356,30414719
1097,335660602,30414948
1098,335660648,30414948
1099,335660742,30414948
1100,335660794,30414948
1101,335660809,30414948
1102,335660828,30414948
1103,335660835,30414948
1104,335660996,30414948
1105,335661028,30414948
1106,335661281,30414948
1107,335661313,30414948
1108,335661471,30414948
1109,335661482,30414948
1110,335661493,30414948
1111,335661618,30414948
1112,335661949,30414948
1113,335661983,30414948
1114,335667231,22917652
1115,335899586,38342031
1116,339081994,30661443
1117,344907552,240605904
1118,345157625,22788143
1119,345568757,24994977
1120,346265097,26204605
1121,346863771,26204605
1122,346864660,26204605
1123,348209305,58187417
1124,349070002,26204605
1125,352753844,26204605
1126,353182715,22917652
1127,353182725,22917652
1128,353240254,26204605
1129,355841366,31783412
1130,355841376,31783412
1131,356310100,26204605
1132,356614996,22788143
1133,356663682,26204605
1134,356664257,26204605
1135,356669939,24353308
1136,357950301,26204605
1137,358452966,37235959
1138,358521689,24398899
1139,359938297,22917652
1140,359938406,22917652
1141,360207697,25801953
1142,360605135,22788143
1143,360621770,175846080
1144,360670037,24398899
1145,360670133,24398899
1146,360670152,24398899
1147,361105323,24475024
1148,365272530,24015496
1149,366497480,22788143
1150,366817219,26204605
1151,367906155,37235959
1152,368242960,24015496
1153,369943615,60607664
1154,370040068,240605904
1155,373099940,24398899
1156,381091887,26204605
1157,382034761,23260423
1158,384359086,25801953
1159,387200864,22788143
1160,389516332,24302093
1161,390307342,175846080
1162,391172415,22735744
1163,402333396,22917652
1164,404093137,35005634
1165,405279339,25549522
1166,406060925,22735744
1167,406061004,22917652
1168,410589531,35005634
1169,410589545,35005634
1170,410589548,35005634
1171,410589635,35005634
1172,410589938,35005634
1173,410590013,35005634
1174,410590050,35005634
1175,410590128,35005634
1176,410590167,35005634
1177,410590173,35005634
1178,410590335,35005634
1179,410590341,35005634
1180,410747494,22735744
1181,410747495,22735744
1182,410751292,35005634
1183,411731211,58686701
1184,411731314,58686701
1185,411731958,35096694
1186,412183047,283644770
1187,412812412,22735744
1188,415693018,24294535
1189,416338911,37866121
1190,420076703,22735744
1191,426784354,22917652
1192,426836260,151300195
1193,426877939,22735744
1194,426888793,22917652
1195,427505471,491297756
1196,429002560,35005634
1197,429718880,58700270
1198,429722729,58700270
1199,429724225,58700270
1200,429767300,25801953
1201,429841980,22788143
1202,430023982,22735744
1203,430030422,35005634
1204,430049419,35005634
1205,430170063,25549522
1206,434197990,22735744
1207,440514947,22729845
1208,440515734,22729845
1209,440588308,22735744
1210,440629864,22917652
1211,440630603,22917652
1212,440630605,22917652
1213,440648061,22729845
1214,440658273,22729845
1215,440763233,22917652
1216,440763239,22917652
1217,440763249,22917652
1218,441938882,22729845
1219,442128667,24475024
1220,442128691,27735564
1221,442128712,27735564
1222,442136430,27735564
1223,442150062,212758785
1224,442621006,212758785
1225,443200659,22788143
1226,443510292,22728912
1227,443623264,199907717
1228,444326621,37866121
1229,444326649,37866121
1230,444770052,27380116
1231,445440945,24015496
1232,447642073,22917652
1233,447814675,22729845
1234,447869453,151300195
1235,448113922,31783412
1236,448724862,25549522
1237,448725547,25549522
1238,452827578,38342003
1239,452827598,38342003
1240,452827669,38342003
1241,452827751,38342003
1242,452828006,38342003
1243,452828183,38342003
1244,452828318,38342003
1245,452828370,38342003
1246,452828391,38342003
1247,452828437,38342003
1248,452828448,38342003
1249,452839232,38342031
1250,452839261,38342031
1251,452840027,38342031
1252,452840345,38342031
1253,452840949,38342031
1254,452841456,38342031
1255,452841588,38342031
1256,452841626,38342031
1257,452841642,38342031
1258,452843583,38342031
1259,452844986,38342031
1260,452845975,38342031
1261,452846049,38342031
1262,452847155,38342031
1263,452848285,38342031
1264,452851760,38342031
1265,452851830,38342031
1266,452851859,38342031
1267,453726055,22735744
1268,453742804,22917652
1269,453742847,22917652
1270,457282148,25549522
1271,458871763,25549522
1272,458871847,25549522
1273,461069695,35005634
1274,462033407,22917652
1275,463191411,22917652
1276,464854007,22917652
1277,465292346,22917652
1278,473209849,161930462
1279,474844563,22917652
1280,474844703,22917652
1281,475856471,35005634
1282,475856472,35005634
1283,476405030,24994977
1284,476500350,27188118
1285,476500416,27188118
1286,476502177,27188118
1287,476505307,27188118
1288,476505337,27188118
1289,476505363,240605904
1290,476505369,240605904
1291,479712783,22917652
1292,480879840,22917652
1293,495989677,243609567
1294,503880022,24015496
1295,503880407,24015496
1296,503881782,24015496
1297,503882934,41234748
1298,503883160,41234748
1299,503883176,41234748
1300,503883181,41234748
1301,503883186,41234748
1302,503883258,41234748
1303,503883320,41234748
1304,503883473,41234748
1305,503883530,41234748
1306,503883540,41234748
1307,503883546,41234748
1308,503883547,41234748
1309,503883651,41234748
1310,503883874,41234748
1311,503883897,41234748
1312,503883948,41234748
1313,503884254,41234748
1314,503884264,41234748
1315,503884283,41234748
1316,503884382,41234748
1317,503884591,41234748
1318,503885120,41234748
1319,503885132,41234748
1320,503885136,41234748
1321,503885137,41234748
1322,503885155,41234748
1323,503885313,41234748
1324,503885391,41234748
1325,503885557,41234748
1326,503885701,41234748
1327,503885703,41234748
1328,503885907,41234748
